seqnames	start	end	width	strand	source	type	ID	Name	biotype
chr9	99290227	99292754	2528	-	ensembl_WGS	gene	GRMZM2G328578	GRMZM2G328578	protein_coding
chr9	100188448	100191000	2553	+	ensembl_WGS	gene	GRMZM2G334592	GRMZM2G334592	protein_coding
chr9	101099509	101101952	2444	-	ensembl_WGS	gene	GRMZM2G013956	GRMZM2G013956	protein_coding
chr9	105522967	105524064	1098	-	ensembl_WGS	gene	GRMZM2G085218	GRMZM2G085218	protein_coding
chr9	106728209	106741958	13750	+	ensembl_WGS	gene	GRMZM2G148811	GRMZM2G148811	protein_coding
chr9	107650806	107651776	971	-	ensembl_WGS	gene	GRMZM2G070115	GRMZM2G070115	protein_coding
chr9	108296686	108298569	1884	+	ensembl_WGS	gene	GRMZM2G151496	GRMZM2G151496	protein_coding
chr9	114162345	114164735	2391	-	ensembl_WGS	gene	GRMZM2G035712	GRMZM2G035712	protein_coding
chr9	120255645	120256141	497	-	ensembl_WGS	gene	GRMZM5G807424	GRMZM5G807424	protein_coding
chr9	126994267	126994878	612	+	ensembl_WGS	gene	GRMZM5G871275	GRMZM5G871275	protein_coding
chr9	127979706	127980289	584	+	ensembl_WGS	gene	GRMZM2G165129	GRMZM2G165129	protein_coding
chr9	137250532	137257691	7160	-	ensembl_WGS	gene	AC206223.3_FG004	AC206223.3_FG004	protein_coding
chr9	141371304	141381330	10027	+	ensembl_WGS	gene	GRMZM2G180555	GRMZM2G180555	protein_coding
chr9	143763118	143763765	648	-	ensembl_WGS	gene	GRMZM2G159768	GRMZM2G159768	protein_coding
chr9	145514901	145520446	5546	-	ensembl_WGS	gene	GRMZM2G093254	GRMZM2G093254	protein_coding
chr9	146784277	146785236	960	-	ensembl_WGS	gene	GRMZM2G700086	GRMZM2G700086	protein_coding
chr9	149664143	149665651	1509	-	ensembl_WGS	gene	AC233899.1_FG002	AC233899.1_FG002	protein_coding
chr9	151763726	151772001	8276	-	ensembl_WGS	gene	GRMZM2G009808	GRMZM2G009808	protein_coding
chr9	153035800	153037781	1982	+	ensembl_WGS	gene	GRMZM2G115674	GRMZM2G115674	protein_coding
chr9	153851667	153857586	5920	+	ensembl_WGS	gene	GRMZM2G171469	GRMZM2G171469	protein_coding
chr9	7038954	7039738	785	+	ensembl_WGS	gene	GRMZM2G174087	GRMZM2G174087	protein_coding
chr9	9638146	9648092	9947	-	ensembl_WGS	gene	GRMZM2G033130	GRMZM2G033130	protein_coding
chr9	12828239	12877329	49091	+	ensembl_WGS	gene	GRMZM2G081573	GRMZM2G081573	protein_coding
chr9	13496188	13496864	677	+	ensembl_WGS	gene	AC212720.3_FG006	AC212720.3_FG006	protein_coding
chr9	23290887	23295208	4322	+	ensembl_WGS	gene	GRMZM2G171376	GRMZM2G171376	protein_coding
chr9	26478611	26486866	8256	+	ensembl_WGS	gene	GRMZM2G393146	GRMZM2G393146	protein_coding
chr9	26933283	26934420	1138	+	ensembl_WGS	gene	GRMZM2G367650	GRMZM2G367650	protein_coding
chr9	27332801	27334827	2027	-	ensembl_WGS	gene	GRMZM2G051785	GRMZM2G051785	protein_coding
chr9	29852642	29855115	2474	-	ensembl_WGS	gene	GRMZM2G156372	GRMZM2G156372	protein_coding
chr9	37286589	37305954	19366	-	ensembl_WGS	gene	GRMZM2G010637	GRMZM2G010637	protein_coding
chr9	41820540	41823465	2926	-	ensembl_WGS	gene	GRMZM2G330581	GRMZM2G330581	protein_coding
chr9	43255439	43257115	1677	-	ensembl_WGS	gene	GRMZM2G093111	GRMZM2G093111	protein_coding
chr9	45849768	45850449	682	+	ensembl_WGS	gene	GRMZM2G113480	GRMZM2G113480	protein_coding
chr9	46219131	46228839	9709	-	ensembl_WGS	gene	GRMZM2G153252	GRMZM2G153252	protein_coding
chr9	46385349	46388781	3433	-	ensembl_WGS	gene	GRMZM2G115329	GRMZM2G115329	protein_coding
chr9	48675397	48685455	10059	+	ensembl_WGS	gene	GRMZM2G351074	GRMZM2G351074	protein_coding
chr9	49132685	49134663	1979	-	ensembl_WGS	gene	GRMZM2G435380	GRMZM2G435380	protein_coding
chr9	49308671	49309734	1064	-	ensembl_WGS	gene	GRMZM2G040605	GRMZM2G040605	protein_coding
chr9	55448807	55449045	239	+	ensembl_WGS	gene	GRMZM2G704181	GRMZM2G704181	protein_coding
chr9	57126109	57126710	602	-	ensembl_WGS	gene	GRMZM2G357036	GRMZM2G357036	protein_coding
chr9	59857475	59858182	708	+	ensembl_WGS	gene	AC188744.3_FG009	AC188744.3_FG009	protein_coding
chr9	62147644	62159894	12251	-	ensembl_WGS	gene	GRMZM2G044246	GRMZM2G044246	protein_coding
chr9	63126104	63126946	843	-	ensembl_WGS	gene	GRMZM2G480106	GRMZM2G480106	protein_coding
chr9	69173431	69184444	11014	-	ensembl_WGS	gene	GRMZM2G040706	GRMZM2G040706	protein_coding
chr9	74169795	74180648	10854	-	ensembl_WGS	gene	GRMZM2G136300	GRMZM2G136300	protein_coding
chr9	79411227	79415471	4245	-	ensembl_WGS	gene	GRMZM2G008425	GRMZM2G008425	protein_coding
chr9	80267167	80267728	562	+	ensembl_WGS	gene	AC195148.3_FG001	AC195148.3_FG001	protein_coding
chr9	81539546	81544430	4885	-	ensembl_WGS	gene	GRMZM2G444378	GRMZM2G444378	protein_coding
chr9	84068775	84072436	3662	+	ensembl_WGS	gene	GRMZM2G174738	GRMZM2G174738	protein_coding
chr9	86305683	86308153	2471	+	ensembl_WGS	gene	GRMZM2G414331	GRMZM2G414331	protein_coding
chr9	88524094	88525898	1805	+	ensembl_WGS	gene	GRMZM2G005798	GRMZM2G005798	protein_coding
chr9	92590835	92592588	1754	+	ensembl_WGS	gene	GRMZM2G094781	GRMZM2G094781	protein_coding
chr9	102346272	102355352	9081	-	ensembl_WGS	gene	GRMZM2G114680	GRMZM2G114680	protein_coding
chr9	103691009	103692376	1368	-	ensembl_WGS	gene	GRMZM5G881123	GRMZM5G881123	protein_coding
chr9	105426715	105429044	2330	-	ensembl_WGS	gene	GRMZM2G331015	GRMZM2G331015	protein_coding
chr9	105522967	105524064	1098	-	ensembl_WGS	gene	GRMZM2G085218	GRMZM2G085218	protein_coding
chr9	107409674	107419362	9689	-	ensembl_WGS	gene	GRMZM2G048472	GRMZM2G048472	protein_coding
chr9	108517434	108524415	6982	+	ensembl_WGS	gene	GRMZM2G025579	GRMZM2G025579	protein_coding
chr9	115378515	115380676	2162	-	ensembl_WGS	gene	GRMZM2G069807	GRMZM2G069807	protein_coding
chr9	116268809	116270671	1863	+	ensembl_WGS	gene	GRMZM2G013671	GRMZM2G013671	protein_coding
chr9	118120781	118130288	9508	+	ensembl_WGS	gene	GRMZM2G336077	GRMZM2G336077	protein_coding
chr9	127780133	127782462	2330	-	ensembl_WGS	gene	GRMZM2G147373	GRMZM2G147373	protein_coding
chr9	143243270	143243919	650	+	ensembl_WGS	gene	GRMZM2G350463	GRMZM2G350463	protein_coding
chr9	145847251	145849422	2172	+	ensembl_WGS	gene	GRMZM2G425683	GRMZM2G425683	protein_coding
chr1	8334642	8337112	2471	-	ensembl_WGS	gene	GRMZM2G018410	GRMZM2G018410	protein_coding
chr1	15414787	15415199	413	+	ensembl_WGS	gene	GRMZM2G075459	GRMZM2G075459	protein_coding
chr1	16603599	16606666	3068	-	ensembl_WGS	gene	GRMZM2G016511	GRMZM2G016511	protein_coding
chr1	19104049	19104908	860	-	ensembl_WGS	gene	GRMZM2G006676	GRMZM2G006676	protein_coding
chr1	19609597	19611354	1758	+	ensembl_WGS	gene	GRMZM2G122488	GRMZM2G122488	protein_coding
chr1	26601399	26618846	17448	+	ensembl_WGS	gene	GRMZM2G100519	GRMZM2G100519	protein_coding
chr1	29697501	29698458	958	-	ensembl_WGS	gene	AC186009.3_FG001	AC186009.3_FG001	protein_coding
chr1	37838675	37840955	2281	-	ensembl_WGS	gene	GRMZM2G418575	GRMZM2G418575	protein_coding
chr1	38847219	38848169	951	+	ensembl_WGS	gene	GRMZM2G306679	GRMZM2G306679	protein_coding
chr1	44349622	44352638	3017	-	ensembl_WGS	gene	GRMZM2G107838	GRMZM2G107838	protein_coding
chr1	47810317	47811419	1103	+	ensembl_WGS	gene	GRMZM2G036086	GRMZM2G036086	protein_coding
chr1	49192807	49195929	3123	+	ensembl_WGS	gene	GRMZM2G179155	GRMZM2G179155	protein_coding
chr1	50105839	50107404	1566	+	ensembl_WGS	gene	GRMZM2G394237	GRMZM2G394237	protein_coding
chr1	50438180	50439466	1287	+	ensembl_WGS	gene	GRMZM5G878582	GRMZM5G878582	protein_coding
chr1	51894857	51895988	1132	+	ensembl_WGS	gene	GRMZM2G318652	GRMZM2G318652	protein_coding
chr1	52095395	52099196	3802	+	ensembl_WGS	gene	GRMZM2G152891	GRMZM2G152891	protein_coding
chr1	64012256	64014810	2555	+	ensembl_WGS	gene	GRMZM2G326248	GRMZM2G326248	protein_coding
chr1	66500692	66501706	1015	+	ensembl_WGS	gene	GRMZM2G023325	GRMZM2G023325	protein_coding
chr1	67145034	67146044	1011	-	ensembl_WGS	gene	GRMZM2G370519	GRMZM2G370519	protein_coding
chr1	67725752	67728371	2620	+	ensembl_WGS	gene	GRMZM2G090018	GRMZM2G090018	protein_coding
chr1	69374991	69375575	585	-	ensembl_WGS	gene	GRMZM2G703624	GRMZM2G703624	protein_coding
chr1	71332736	71337389	4654	-	ensembl_WGS	gene	GRMZM2G149383	GRMZM2G149383	protein_coding
chr1	73100440	73102278	1839	-	ensembl_WGS	gene	AC212231.3_FG003	AC212231.3_FG003	protein_coding
chr1	83821133	83822109	977	-	ensembl_WGS	gene	GRMZM2G167101	GRMZM2G167101	protein_coding
chr1	84346201	84348846	2646	+	ensembl_WGS	gene	GRMZM2G052685	GRMZM2G052685	protein_coding
chr1	86227967	86229144	1178	+	ensembl_WGS	gene	GRMZM2G143025	GRMZM2G143025	protein_coding
chr1	87565350	87573347	7998	+	ensembl_WGS	gene	GRMZM2G005480	GRMZM2G005480	protein_coding
chr1	100004304	100004674	371	+	ensembl_WGS	gene	GRMZM2G072371	GRMZM2G072371	protein_coding
chr1	101559303	101560461	1159	+	ensembl_WGS	gene	GRMZM2G168987	GRMZM2G168987	protein_coding
chr1	102227867	102228433	567	-	ensembl_WGS	gene	GRMZM2G108904	GRMZM2G108904	protein_coding
chr1	102925102	102925500	399	-	ensembl_WGS	gene	AC205558.3_FG002	AC205558.3_FG002	protein_coding
chr1	144956049	144971726	15678	+	ensembl_WGS	gene	GRMZM2G077757	GRMZM2G077757	protein_coding
chr1	147013445	147016840	3396	-	ensembl_WGS	gene	GRMZM2G147724	GRMZM2G147724	protein_coding
chr1	147979137	147990524	11388	+	ensembl_WGS	gene	GRMZM2G110572	GRMZM2G110572	protein_coding
chr1	148513533	148513892	360	+	ensembl_WGS	gene	AC203262.3_FG002	AC203262.3_FG002	protein_coding
chr1	149317899	149325905	8007	-	ensembl_WGS	gene	GRMZM2G166166	GRMZM2G166166	protein_coding
chr1	149708692	149715244	6553	+	ensembl_WGS	gene	GRMZM2G081977	GRMZM2G081977	protein_coding
chr1	151098380	151098920	541	+	ensembl_WGS	gene	GRMZM2G176713	GRMZM2G176713	protein_coding
chr1	152109114	152112933	3820	-	ensembl_WGS	gene	GRMZM2G119252	GRMZM2G119252	protein_coding
chr1	153927693	153942691	14999	-	ensembl_WGS	gene	GRMZM2G126096	GRMZM2G126096	protein_coding
chr1	157521709	157522771	1063	-	ensembl_WGS	gene	GRMZM2G552644	GRMZM2G552644	protein_coding
chr1	164503175	164506269	3095	+	ensembl_WGS	gene	GRMZM5G836886	GRMZM5G836886	protein_coding
chr1	165812007	165812252	246	-	ensembl_WGS	gene	AC199487.4_FG003	AC199487.4_FG003	protein_coding
chr1	166799684	166806560	6877	+	ensembl_WGS	gene	GRMZM2G038893	GRMZM2G038893	protein_coding
chr1	170716551	170717604	1054	-	ensembl_WGS	gene	GRMZM2G108422	GRMZM2G108422	protein_coding
chr1	176048282	176048980	699	-	ensembl_WGS	gene	AC194609.2_FG003	AC194609.2_FG003	protein_coding
chr1	179988249	179988764	516	+	ensembl_WGS	gene	AC212323.4_FG010	AC212323.4_FG010	protein_coding
chr1	180716274	180717428	1155	+	ensembl_WGS	gene	GRMZM2G169451	GRMZM2G169451	protein_coding
chr1	182338139	182338454	316	-	ensembl_WGS	gene	GRMZM2G703834	GRMZM2G703834	protein_coding
chr1	189200780	189201223	444	+	ensembl_WGS	gene	GRMZM2G308873	GRMZM2G308873	protein_coding
chr1	189430345	189435561	5217	+	ensembl_WGS	gene	GRMZM2G462808	GRMZM2G462808	protein_coding
chr1	189685979	189687838	1860	+	ensembl_WGS	gene	GRMZM2G047968	GRMZM2G047968	protein_coding
chr1	193743877	193745919	2043	-	ensembl_WGS	gene	GRMZM2G421556	GRMZM2G421556	protein_coding
chr1	193869027	193870589	1563	-	ensembl_WGS	gene	GRMZM2G114816	GRMZM2G114816	protein_coding
chr1	208293427	208294483	1057	+	ensembl_WGS	gene	GRMZM2G401147	GRMZM2G401147	protein_coding
chr1	211473240	211474205	966	-	ensembl_WGS	gene	AC186322.4_FG005	AC186322.4_FG005	protein_coding
chr1	213634100	213637052	2953	+	ensembl_WGS	gene	GRMZM2G575445	GRMZM2G575445	protein_coding
chr1	214299468	214301572	2105	+	ensembl_WGS	gene	GRMZM2G390041	GRMZM2G390041	protein_coding
chr1	220364632	220373178	8547	-	ensembl_WGS	gene	GRMZM2G355233	GRMZM2G355233	protein_coding
chr1	221648603	221653196	4594	+	ensembl_WGS	gene	GRMZM2G163437	GRMZM2G163437	protein_coding
chr1	234939755	234940706	952	+	ensembl_WGS	gene	AC200256.3_FG003	AC200256.3_FG003	protein_coding
chr1	241326264	241330352	4089	+	ensembl_WGS	gene	GRMZM2G042506	GRMZM2G042506	protein_coding
chr1	241771021	241772551	1531	+	ensembl_WGS	gene	GRMZM2G383555	GRMZM2G383555	protein_coding
chr1	244471505	244472786	1282	-	ensembl_WGS	gene	GRMZM2G173732	GRMZM2G173732	protein_coding
chr1	244734090	244737572	3483	-	ensembl_WGS	gene	GRMZM2G373779	GRMZM2G373779	protein_coding
chr1	245039264	245045582	6319	-	ensembl_WGS	gene	GRMZM2G472403	GRMZM2G472403	transposable_element
chr1	248669703	248671335	1633	-	ensembl_WGS	gene	GRMZM2G703968	GRMZM2G703968	protein_coding
chr1	249535580	249538534	2955	+	ensembl_WGS	gene	GRMZM2G121293	GRMZM2G121293	protein_coding
chr1	252353356	252354421	1066	+	ensembl_WGS	gene	GRMZM2G113260	GRMZM2G113260	protein_coding
chr1	266094769	266097836	3068	+	ensembl_WGS	gene	GRMZM2G144744	GRMZM2G144744	protein_coding
chr1	285316058	285316683	626	+	ensembl_WGS	gene	GRMZM5G870829	GRMZM5G870829	protein_coding
chr1	287486717	287487202	486	-	ensembl_WGS	gene	GRMZM2G073508	GRMZM2G073508	protein_coding
chr1	299469852	299471452	1601	+	ensembl_WGS	gene	GRMZM2G347956	GRMZM2G347956	protein_coding
chr1	4767327	4772060	4734	-	ensembl_WGS	gene	GRMZM2G475380	GRMZM2G475380	protein_coding
chr1	9215738	9217191	1454	-	ensembl_WGS	gene	GRMZM2G054111	GRMZM2G054111	protein_coding
chr1	14922354	14927646	5293	-	ensembl_WGS	gene	GRMZM2G162800	GRMZM2G162800	protein_coding
chr1	15168789	15171560	2772	+	ensembl_WGS	gene	GRMZM2G035243	GRMZM2G035243	protein_coding
chr1	15511502	15516460	4959	-	ensembl_WGS	gene	GRMZM2G021498	GRMZM2G021498	protein_coding
chr1	16064172	16068753	4582	-	ensembl_WGS	gene	GRMZM2G703504	GRMZM2G703504	protein_coding
chr1	19104049	19104908	860	-	ensembl_WGS	gene	GRMZM2G006676	GRMZM2G006676	protein_coding
chr1	22980029	22986648	6620	+	ensembl_WGS	gene	GRMZM2G440363	GRMZM2G440363	protein_coding
chr1	27771123	27774022	2900	-	ensembl_WGS	gene	GRMZM2G039968	GRMZM2G039968	protein_coding
chr1	28955798	28956425	628	-	ensembl_WGS	gene	GRMZM2G051406	GRMZM2G051406	protein_coding
chr1	31068644	31206122	137479	-	ensembl_WGS	gene	GRMZM2G116292	GRMZM2G116292	protein_coding
chr1	32197282	32203359	6078	-	ensembl_WGS	gene	GRMZM2G157157	GRMZM2G157157	protein_coding
chr1	34386070	34400554	14485	-	ensembl_WGS	gene	GRMZM2G102483	GRMZM2G102483	protein_coding
chr1	45510990	45511749	760	-	ensembl_WGS	gene	GRMZM5G832375	GRMZM5G832375	protein_coding
chr1	48889909	48891276	1368	-	ensembl_WGS	gene	GRMZM2G383790	GRMZM2G383790	protein_coding
chr1	49797006	49797959	954	+	ensembl_WGS	gene	AC225345.3_FG009	AC225345.3_FG009	protein_coding
chr1	49797006	49797959	954	+	ensembl_WGS	gene	AC225345.3_FG009	AC225345.3_FG009	protein_coding
chr1	51294187	51294944	758	-	ensembl_WGS	gene	GRMZM5G833991	GRMZM5G833991	protein_coding
chr1	58363477	58368308	4832	-	ensembl_WGS	gene	GRMZM2G133986	GRMZM2G133986	protein_coding
chr1	69215006	69215407	402	-	ensembl_WGS	gene	GRMZM2G703622	GRMZM2G703622	protein_coding
chr1	70577912	70590132	12221	-	ensembl_WGS	gene	GRMZM2G524711	GRMZM2G524711	protein_coding
chr1	71065247	71068144	2898	-	ensembl_WGS	gene	GRMZM2G110027	GRMZM2G110027	protein_coding
chr1	71332736	71337389	4654	-	ensembl_WGS	gene	GRMZM2G149383	GRMZM2G149383	protein_coding
chr1	76503935	76504905	971	-	ensembl_WGS	gene	GRMZM2G069176	GRMZM2G069176	protein_coding
chr1	81094071	81098200	4130	+	ensembl_WGS	gene	AC212979.2_FG006	AC212979.2_FG006	protein_coding
chr1	81958071	81958623	553	+	ensembl_WGS	gene	GRMZM2G558772	GRMZM2G558772	pseudogene
chr1	83821133	83822109	977	-	ensembl_WGS	gene	GRMZM2G167101	GRMZM2G167101	protein_coding
chr1	84061082	84062784	1703	-	ensembl_WGS	gene	GRMZM2G396482	GRMZM2G396482	protein_coding
chr1	85774941	85775324	384	-	ensembl_WGS	gene	AC185593.3_FG003	AC185593.3_FG003	protein_coding
chr1	98195424	98195707	284	+	ensembl_WGS	gene	GRMZM2G703691	GRMZM2G703691	protein_coding
chr1	102925102	102925500	399	-	ensembl_WGS	gene	AC205558.3_FG002	AC205558.3_FG002	protein_coding
chr1	117114680	117142745	28066	-	ensembl_WGS	gene	GRMZM2G038973	GRMZM2G038973	protein_coding
chr1	120847319	120849204	1886	-	ensembl_WGS	gene	GRMZM2G003368	GRMZM2G003368	protein_coding
chr1	139790127	139791962	1836	-	ensembl_WGS	gene	GRMZM2G167649	GRMZM2G167649	protein_coding
chr1	141079760	141099941	20182	+	ensembl_WGS	gene	GRMZM2G576641	GRMZM2G576641	protein_coding
chr1	144231224	144232788	1565	+	ensembl_WGS	gene	GRMZM5G817651	GRMZM5G817651	protein_coding
chr1	145681879	145683864	1986	-	ensembl_WGS	gene	GRMZM2G420694	GRMZM2G420694	protein_coding
chr1	146249687	146250489	803	-	ensembl_WGS	gene	AC208453.3_FG003	AC208453.3_FG003	protein_coding
chr1	147343802	147353390	9589	-	ensembl_WGS	gene	GRMZM2G044354	GRMZM2G044354	protein_coding
chr1	147720182	147724862	4681	-	ensembl_WGS	gene	GRMZM2G057820	GRMZM2G057820	protein_coding
chr1	149317899	149325905	8007	-	ensembl_WGS	gene	GRMZM2G166166	GRMZM2G166166	protein_coding
chr1	154938245	154940200	1956	-	ensembl_WGS	gene	AC217941.2_FG002	AC217941.2_FG002	protein_coding
chr1	157060648	157063649	3002	+	ensembl_WGS	gene	GRMZM2G315862	GRMZM2G315862	protein_coding
chr1	158329691	158336220	6530	-	ensembl_WGS	gene	GRMZM2G062777	GRMZM2G062777	protein_coding
chr1	158479095	158501168	22074	-	ensembl_WGS	gene	GRMZM2G480451	GRMZM2G480451	protein_coding
chr1	158688179	158693246	5068	-	ensembl_WGS	gene	GRMZM2G429759	GRMZM2G429759	protein_coding
chr1	170669955	170672858	2904	-	ensembl_WGS	gene	GRMZM2G069410	GRMZM2G069410	protein_coding
chr1	170716551	170717604	1054	-	ensembl_WGS	gene	GRMZM2G108422	GRMZM2G108422	protein_coding
chr1	170847950	170852831	4882	-	ensembl_WGS	gene	GRMZM2G052650	GRMZM2G052650	protein_coding
chr1	172875290	172877007	1718	-	ensembl_WGS	gene	GRMZM2G087608	GRMZM2G087608	protein_coding
chr1	173846756	173848499	1744	+	ensembl_WGS	gene	GRMZM2G171822	GRMZM2G171822	protein_coding
chr1	179592466	179596312	3847	-	ensembl_WGS	gene	GRMZM2G099366	GRMZM2G099366	protein_coding
chr1	179988249	179988764	516	+	ensembl_WGS	gene	AC212323.4_FG010	AC212323.4_FG010	protein_coding
chr1	180716274	180717428	1155	+	ensembl_WGS	gene	GRMZM2G169451	GRMZM2G169451	protein_coding
chr1	221370536	221402911	32376	-	ensembl_WGS	gene	GRMZM2G099367	GRMZM2G099367	protein_coding
chr1	228194568	228197870	3303	-	ensembl_WGS	gene	GRMZM2G095492	GRMZM2G095492	protein_coding
chr1	233445342	233449838	4497	-	ensembl_WGS	gene	GRMZM2G001764	GRMZM2G001764	protein_coding
chr1	234939755	234940706	952	+	ensembl_WGS	gene	AC200256.3_FG003	AC200256.3_FG003	protein_coding
chr1	234965383	234967128	1746	-	ensembl_WGS	gene	GRMZM2G464680	GRMZM2G464680	protein_coding
chr1	241326264	241330352	4089	+	ensembl_WGS	gene	GRMZM2G042506	GRMZM2G042506	protein_coding
chr1	242078849	242082504	3656	-	ensembl_WGS	gene	GRMZM2G168222	GRMZM2G168222	protein_coding
chr1	244162038	244164598	2561	+	ensembl_WGS	gene	GRMZM2G020556	GRMZM2G020556	protein_coding
chr1	244734090	244737572	3483	-	ensembl_WGS	gene	GRMZM2G373779	GRMZM2G373779	protein_coding
chr1	245039264	245045582	6319	-	ensembl_WGS	gene	GRMZM2G472403	GRMZM2G472403	transposable_element
chr1	250317114	250321412	4299	+	ensembl_WGS	gene	GRMZM5G829103	GRMZM5G829103	protein_coding
chr1	251112471	251114311	1841	+	ensembl_WGS	gene	GRMZM2G081099	GRMZM2G081099	transposable_element
chr1	260140775	260144609	3835	-	ensembl_WGS	gene	GRMZM2G134976	GRMZM2G134976	protein_coding
chr1	264155925	264160052	4128	+	ensembl_WGS	gene	GRMZM2G423972	GRMZM2G423972	protein_coding
chr1	277362806	277363084	279	+	ensembl_WGS	gene	GRMZM2G513287	GRMZM2G513287	protein_coding
chr1	283187143	283191676	4534	+	ensembl_WGS	gene	GRMZM2G472827	GRMZM2G472827	protein_coding
chr1	286399279	286401536	2258	-	ensembl_WGS	gene	GRMZM2G110295	GRMZM2G110295	protein_coding
chr1	287146113	287147400	1288	-	ensembl_WGS	gene	GRMZM2G005991	GRMZM2G005991	protein_coding
chr4	32433	63643	31211	-	ensembl_WGS	gene	GRMZM2G000510	GRMZM2G000510	protein_coding
chr4	32433	63643	31211	-	ensembl_WGS	gene	GRMZM2G000510	GRMZM2G000510	protein_coding
chr4	5478466	5479627	1162	+	ensembl_WGS	gene	GRMZM2G353061	GRMZM2G353061	protein_coding
chr4	29110551	29111039	489	-	ensembl_WGS	gene	AC191548.3_FG005	AC191548.3_FG005	protein_coding
chr4	35550782	35552984	2203	-	ensembl_WGS	gene	GRMZM2G064501	GRMZM2G064501	protein_coding
chr4	36408206	36412230	4025	+	ensembl_WGS	gene	GRMZM2G131473	GRMZM2G131473	protein_coding
chr4	41369510	41378299	8790	+	ensembl_WGS	gene	GRMZM2G138060	GRMZM2G138060	protein_coding
chr4	41956049	41961394	5346	+	ensembl_WGS	gene	GRMZM2G075655	GRMZM2G075655	protein_coding
chr4	44749818	44779973	30156	+	ensembl_WGS	gene	GRMZM5G896883	GRMZM5G896883	protein_coding
chr4	44820548	44826962	6415	+	ensembl_WGS	gene	AC204690.4_FG005	AC204690.4_FG005	protein_coding
chr4	65676749	65697167	20419	+	ensembl_WGS	gene	GRMZM2G010834	GRMZM2G010834	protein_coding
chr4	76055195	76056877	1683	+	ensembl_WGS	gene	GRMZM2G027476	GRMZM2G027476	protein_coding
chr4	89820698	89821721	1024	-	ensembl_WGS	gene	GRMZM2G061126	GRMZM2G061126	protein_coding
chr4	93254018	93267787	13770	+	ensembl_WGS	gene	GRMZM2G008497	GRMZM2G008497	protein_coding
chr4	102717012	102717548	537	-	ensembl_WGS	gene	GRMZM5G848435	GRMZM5G848435	protein_coding
chr4	117407028	117409170	2143	+	ensembl_WGS	gene	AC217665.3_FG005	AC217665.3_FG005	protein_coding
chr4	117410977	117414545	3569	-	ensembl_WGS	gene	GRMZM2G423663	GRMZM2G423663	protein_coding
chr4	118476856	118477786	931	-	ensembl_WGS	gene	GRMZM2G458084	GRMZM2G458084	protein_coding
